Date;THigh;TAvg;TLow;DHigh;DAvg;DLow;HHigh;HAvg;HLow;WHigh;WAvg;WLow;PHigh;PLow;Sum
2018-02-11;7,2;3,9;1,9;2,3;1,2;-0,3;93;83;65;12,9;1,3;0;1011,85;1008,13;0
2018-02-12;6,6;3,8;0,6;2,2;0,4;-11,4;96;81;28;20,9;2;0;1012,87;1007,11;0
2018-02-13;6,3;2;-0,7;0,1;-3,5;-11,6;96;71;27;8;1,3;0;1014,22;1010,5;0
2018-02-14;6,9;2,6;-0,7;-3,2;-6;-9,1;73;55;32;9,7;1,1;0;1018,63;1010,84;0
2018-02-15;7,5;3;0,3;-1,2;-2,9;-4,3;77;66;49;11,3;1;0;1024,04;1018,63;0
2018-02-16;9,2;4,2;0,3;3,5;-0,4;-2,4;83;73;49;14,5;1,8;0;1025,06;1021,33;0
2018-02-17;7,2;4,8;2,4;2,3;0,7;-0,5;90;75;60;4,8;0,5;0;1025,06;1016,59;0
2018-02-18;6,7;3,9;1,7;3,4;2,4;1,3;97;91;77;9,7;1,1;0;1021;1015,92;0,76
2018-02-19;3,9;2,6;0,8;1,7;0,1;-1,3;94;84;73;4,8;0,2;0;1020,66;1012,53;0
2018-02-20;7;3,4;0,5;0,3;-0,5;-1,6;90;76;60;9,7;1,3;0;1012,53;1007,11;0
2018-02-21;8,8;3,8;-0,2;0,6;-1,1;-2,7;88;72;46;9,7;1,7;0;1009,48;1006,77;0
2018-02-22;4,9;2,6;1,6;1,9;0,3;-1,6;96;86;72;8;1,5;0;1008,81;1005,42;1,52
2018-02-23;2,7;1,6;0,1;2,1;1;-0,3;97;96;94;12,9;1,6;0;1009,48;1006,77;4,06
2018-02-24;10;5,3;2,4;4,8;3;1,5;95;86;70;14,5;1,4;0;1011,51;1008,47;0,51
2018-02-25;4,4;-1,8;-4,6;3,2;-4,1;-7,1;96;85;69;24,1;4,9;0;1014,56;1011,18;0,25
2018-02-26;-0,8;-3,7;-6;-5,5;-9,3;-11,5;92;66;53;11,3;1,9;0;1014,56;1007,79;0
2018-02-27;-0,2;-4,1;-6,5;-8,4;-10,6;-13,8;83;62;37;12,9;1,5;0;1012,53;1008,47;0,25
2018-02-28;-0,7;-3,5;-7,5;-7,2;-9,8;-11,3;78;63;48;9,7;1,4;0;1019,3;1012,53;0
2018-03-01;-1,1;-3;-4,9;-2,9;-4,4;-5,9;94;91;85;6,4;1;0;1018,96;1005,42;0
2018-03-02;1,7;-0,6;-2,3;0,4;-1,5;-3,3;98;94;90;8;0,7;0;1005,42;995,26;3,81
2018-03-03;1,4;0,2;-1,1;0,9;-0,1;-1,3;98;98;97;9,7;1,5;0;1002,03;996,95;7,37
2018-03-04;5,3;1;-2,1;4,7;0,5;-2,4;99;97;88;12,9;1,8;0;1005,76;1001,02;7,11
2018-03-05;8,9;5,5;1,9;5,6;3,8;1,4;97;89;77;6,4;1,2;0;1004,06;993,57;0,51
2018-03-06;7,8;5,6;4,1;5,5;4,5;3,7;98;93;83;8;1,3;0;995,26;990,86;0,51
2018-03-07;7,9;5,1;3,6;5,1;4;2,6;98;93;81;8;1,2;0;1004,06;994,58;1,02
2018-03-08;13,3;7,9;2;3,9;1,8;-0,9;96;68;38;9,7;1,4;0;1012,19;1004,06;0,25
2018-03-09;13;9,6;5,3;6,7;5,5;3,7;92;77;55;8;0,8;0;1015,58;1011,85;1,27
2018-03-10;9,2;8,1;7,2;7,6;6,7;5,4;98;91;78;9,7;0,8;0;1015,24;1012,87;3,56
2018-03-11;7,6;7,2;6,7;7,3;7;6,4;99;98;98;8;1;0;1012,53;999,32;54,1
2018-03-12;12,2;8,1;5,9;7,9;6,8;5,7;99;92;74;8;0,7;0;1003,05;998,98;8,64
2018-03-13;15,8;10,2;5,7;8,2;6,2;4,7;97;78;53;8;1,1;0;1008,13;1002,71;0
2018-03-14;16,4;10,9;5,3;5,9;3,7;0,2;86;63;34;14,5;2,2;0;1010,16;1007,11;0
2018-03-15;9,2;7,1;5,2;6,6;5,4;4,4;97;89;73;20,9;3,9;0;1007,79;1000,34;24,13
2018-03-16;14,4;8,7;4,6;6,9;5,4;4,1;98;81;55;9,7;2;0;1002,71;1000,34;1,27
2018-03-17;8,9;6,7;4,3;6,8;5,9;3,9;98;95;83;12,9;3,2;0;1001,36;991,53;40,89
2018-03-18;7,1;5,3;4,2;6,3;4,9;3,8;99;97;93;9,7;1,8;0;997,29;993,23;17,02
2018-03-19;5;2,6;1,3;4,7;2,3;0,9;98;98;98;9,7;1,6;0;1003,39;996,61;2,79
2018-03-20;8,4;4,2;0,4;4,2;2,4;-0,4;99;89;70;12,9;1,9;0;1011,51;1003,05;0,51
2018-03-21;7,7;3,5;0,7;1,4;-0,2;-2,1;97;79;56;9,7;1,5;0;1021,67;1011,18;1,78
2018-03-22;8,8;4,3;1,3;0,1;-2;-3,4;81;64;48;11,3;1,4;0;1021,67;1005,08;0
2018-03-23;11,1;5,7;1,3;1,8;0;-1,7;82;68;49;12,9;2,4;0;1005,08;999,66;0
2018-03-24;10,7;7,4;4,6;2,6;0;-1,8;72;60;45;19,3;3,6;0;1006,1;1001,36;0
2018-03-25;11,6;7,5;3,3;1,3;-0,2;-1,4;76;59;42;11,3;1,5;0;1008,13;1005,08;0
2018-03-26;15,2;9,1;3,7;3,6;1,5;-0,2;77;60;39;12,9;1,4;0;1010,5;1008,13;0
2018-03-27;16,1;11,3;6,3;3,1;0;-4,3;70;47;32;9,7;1,4;0;1012,87;1009,14;0
2018-03-28;14,4;10;6;7,8;5;1,2;81;72;54;12,9;1,6;0;1011,18;1006,43;0
2018-03-29;10,7;9,5;8,5;8,9;7,7;6,4;97;89;80;8;1,4;0;1006,43;1004,06;5,08
2018-03-30;15,1;11;8;11;8,9;7,3;99;88;68;14,5;4,7;0;1006,77;999,32;15,75
2018-03-31;12,2;8,6;5,3;8,9;6,1;4,2;96;85;66;17,7;4,1;0;999,66;993,57;12,7
2018-04-01;17,1;12,4;4,6;4,6;-3,8;-8,6;98;36;21;25,7;7,3;0;1010,16;997,63;0
2018-04-02;15,8;11,8;7,8;6,8;0,5;-7,7;76;48;26;12,9;2,4;0;1015,92;1010,16;0
2018-04-03;12,3;10,2;8,2;7,5;5,6;3,8;93;74;58;11,3;1,9;0;1017,61;1015,24;4,32
2018-04-04;8,9;8,1;7,3;8,4;7,5;6,6;98;96;92;16,1;2,3;0;1016,59;1011,85;22,61
2018-04-05;16,8;11,9;8,6;10,6;8,7;3,8;98;82;52;12,9;2,3;0;1014,9;1011,51;0
2018-04-06;18,6;13,5;9,1;10,7;7;1;86;66;48;16,1;1,9;0;1019,64;1014,56;0
2018-04-07;19,1;14,1;11,1;10,7;9;7,7;87;72;50;12,9;1,6;0;1019,3;1014,9;0
2018-04-08;17,4;14;11,4;9,6;7,6;5,3;79;66;54;14,5;2,3;0;1016,26;1011,85;0
2018-04-09;15,2;11,7;9,3;10,5;8,1;4,6;96;79;58;12,9;2,9;0;1011,85;1006,43;6,86
2018-04-10;13,4;9,6;8,2;9,9;8,1;5,8;98;91;73;9,7;2;0;1009,48;1007,11;15,49
2018-04-11;12,4;9,5;6,7;9,7;7,2;4,4;96;86;69;16,1;3,1;0;1009,48;1003,39;26,92
2018-04-12;14,5;9,8;7,3;10,4;8,3;6,6;99;91;60;17,7;4,9;0;1007,45;1001,69;38,1
2018-04-13;14,1;10,1;6,4;8,9;7,2;5,7;98;83;65;16,1;1,8;0;1018,96;1007,11;4,32
2018-04-14;18,9;13,9;9,3;8,7;6,9;5,2;81;64;43;11,3;1,7;0;1020,66;1016,26;0
2018-04-15;19,3;14,9;11,7;10,8;7,9;5,4;77;63;46;11,3;2,7;0;1016,59;1008,47;0
2018-04-16;22,3;17;12,1;11,8;9,7;7,8;78;63;46;11,3;1,4;0;1013,21;1008,13;0
2018-04-17;22,7;18,3;14;13,1;11,1;7,2;80;64;50;11,3;1,9;0;1024,04;1013,21;0
2018-04-18;24,2;19,3;14,9;13,2;10,9;5,3;77;60;30;9,7;1,8;0;1027,43;1024,38;0
2018-04-19;23,9;19,2;12,9;11,1;9,9;7,8;79;56;41;11,3;2,1;0;1027,77;1024,38;0
2018-04-20;26,9;21,2;15,9;12,7;10,1;7,5;67;51;33;11,3;2;0;1024,72;1019,3;0
2018-04-21;26,8;21,9;16,9;12,2;10,6;9,2;62;50;36;9,7;1,7;0;1019,98;1015,24;0
2018-04-22;26,2;20,9;15,8;11,6;10,3;8,6;68;52;37;11,3;1,7;0;1016,59;1013,55;0
2018-04-23;26,3;20,5;15,7;12,4;11,2;10,3;73;57;38;9,7;1,4;0;1016,26;1012,19;0
2018-04-24;25,4;19,7;13,7;13,8;11,7;9,4;80;61;43;11,3;1,7;0;1016,26;1012,87;0
2018-04-25;25,6;20,1;15,1;13,6;11,3;9,3;70;58;42;14,5;2,6;0;1014,9;1010,16;0
2018-04-26;25;19,7;14,5;14,9;12,8;10,4;80;65;49;11,3;2,5;0;1011,85;1007,45;0
2018-04-27;20,9;17,7;14,3;12,7;11,7;10,2;84;69;56;20,9;3,9;0;1013,55;1009,82;0
2018-04-28;23,4;19,2;14,3;14,1;12,3;10,7;80;65;51;12,9;1,6;0;1012,87;1010,16;0
2018-04-29;22,8;19;15,8;14,2;12,7;10,8;84;68;50;24,1;4,9;0;1010,84;1003,73;0
2018-04-30;20,2;15,6;10,7;13,1;7,4;4,7;92;60;37;12,9;3,3;0;1009,82;1005,42;2,54
2018-05-01;17,1;13,7;9,7;9,5;6,7;4,8;93;64;49;12,9;3;0;1011,85;1009,14;3,3
2018-05-02;12,3;11,3;9,7;11,3;9,9;7,9;96;91;81;16,1;3,7;0;1011,51;1005,08;9,91
2018-05-03;19,1;15;11,3;14,8;12,9;10,7;97;88;70;14,5;2,6;0;1006,43;1003,05;3,56
2018-05-04;22,2;16,2;13,8;15,4;13,9;12,9;96;87;62;12,9;2,5;0;1013,88;1006,1;13,46
2018-05-05;23,7;18,1;12,8;16,7;14,1;12,1;97;79;53;16,1;1,8;0;1015,92;1012,87;0
2018-05-06;27,1;21;15,6;18,5;14,8;12,5;95;70;46;11,3;2,6;0;1015,92;1011,85;2,54
2018-05-07;22,6;19,2;16,1;15,4;13,6;11,1;84;71;55;9,7;2,7;0;1014,9;1011,18;0
2018-05-08;25,1;18,9;13,1;15,8;12,8;10,6;98;69;49;22,5;2,5;0;1011,18;1003,05;21,08
2018-05-09;21,5;15,3;12,6;14,4;12,8;11,3;98;87;61;16,1;2,8;0;1007,11;1003,73;17,02
2018-05-10;22,5;17,5;12,1;13,7;12,6;11,4;96;74;53;11,3;1,5;0;1011,85;1006,43;0
2018-05-11;24,2;18,9;14,9;15,4;13,3;11;93;71;50;25,7;3,2;0;1015,24;1011,85;0,76
2018-05-12;24,4;18,6;12,9;15,7;13,4;11,4;93;73;48;11,3;1,7;0;1014,9;1010,5;0,51
2018-05-13;21,3;16,3;13,4;14,4;12,9;10,6;94;82;54;14,5;3,3;0;1010,84;1005,08;7,87
2018-05-14;15,9;12,8;10,3;11,8;9,4;6,8;95;81;56;14,5;2,6;0;1009,82;1005,76;8,38
2018-05-15;13,9;11,5;8,8;9,9;8,6;7,1;92;83;68;11,3;1,7;0;1011,51;1007,45;0
2018-05-16;20,2;14,3;10,4;13,1;10,5;8,6;93;79;56;12,9;1,5;0;1012,87;1010,5;3,05
2018-05-17;20,9;15,2;11;13,8;12;10,5;97;82;57;14,5;1,6;0;1015,24;1012,53;1,02
2018-05-18;23,4;17,7;12,9;13,6;11,8;9,1;89;70;50;11,3;2;0;1015,58;1013,21;2,03
2018-05-19;22,7;17,4;14,4;13,7;11,7;9,9;84;70;48;19,3;2,2;0;1015,92;1013,55;0
2018-05-20;21,4;16,5;13,3;14,1;12,4;9,5;94;78;52;22,5;4,8;0;1016,26;1013,55;13,72
2018-05-21;23,7;17,7;13,8;13,7;12,1;10,9;89;71;49;14,5;3,8;0;1015,24;1010,84;0,25
2018-05-22;18,8;16,2;14,4;14,9;13,5;11,2;95;84;67;20,9;2,2;0;1014,9;1009,82;2,54
2018-05-23;24,4;18;14,3;15,5;14;12,7;96;79;54;8;1,5;0;1015,92;1014,22;0,51
2018-05-24;25,6;20,9;15,3;15,9;14,4;12,3;83;67;50;8;1,5;0;1015,92;1012,87;0
2018-05-25;28,4;22,9;16,6;16,1;14,7;13,6;88;62;41;11,3;1,5;0;1014,9;1012,19;0
2018-05-26;28,4;23,5;19,3;18,2;16,1;14,2;75;64;44;9,7;1,8;0;1017,95;1015,24;0
2018-05-27;29,1;23,1;17;19;16,5;13,9;87;67;50;16,1;2,7;0;1017,27;1013,55;2,29
2018-05-28;25,6;20,1;15;17,9;15,4;12,8;95;75;55;25,7;3,9;0;1018,96;1014,9;16
2018-05-29;25,1;20,1;16,3;18,3;16,6;15,2;98;82;58;12,9;2,1;0;1016,26;1012,53;2,79
2018-05-30;27,4;21,9;17,8;19,7;16,8;14,1;92;74;57;11,3;2,1;0;1014,56;1012,19;1,02
2018-05-31;26;20,9;16,7;18,1;16;13,4;93;75;52;11,3;2,1;0;1015,24;1012,53;4,06
2018-06-01;26,8;21,5;14,9;17,2;15,1;13,3;91;69;46;11,3;2,3;0;1015,92;1013,55;0
2018-06-02;27,8;21,9;16,3;18;16;13,7;85;71;51;11,3;1,6;0;1015,92;1013,21;0
2018-06-03;27,6;22,7;17,3;18,7;16,5;14,3;92;70;51;6,4;1,6;0;1016,26;1011,51;0
2018-06-04;25;19,9;17,3;18,8;16,8;15,3;97;83;58;11,3;1,8;0;1011,85;1007,11;1,78
2018-06-05;28,1;21,5;14,6;18,6;16,3;14,1;98;75;48;9,7;1,7;0;1009,82;1005,76;0,25
2018-06-06;26,1;20,6;16,6;18,1;16,3;14,8;90;77;56;12,9;1,9;0;1013,88;1008,81;2,03
2018-06-07;27,7;21,7;14,9;16,6;15,2;13,4;97;69;44;24,1;2,8;0;1014,9;1011,51;12,7
2018-06-08;24,1;18,9;15,3;17,3;15,6;14,5;98;83;61;12,9;2,2;0;1013,88;1009,14;5,08
2018-06-09;27,7;22,8;15,4;17,4;15,7;14,1;93;67;46;9,7;2,5;0;1010,84;1008,81;0
2018-06-10;28,6;23;17,1;20;18,1;15,7;93;75;57;11,3;2,1;0;1010,84;1007,79;0
2018-06-11;27,6;23,7;20,2;21;18,7;16,4;90;75;52;16,1;2;0;1009,82;1006,43;0
2018-06-12;23,8;20,8;16,3;19,6;17,7;15,2;98;83;71;14,5;1,8;0;1007,11;1002,71;32,77
2018-06-13;22,8;18,8;15,7;17,4;16,5;15,4;98;87;69;9,7;1,9;0;1005,08;1003,05;2,29
2018-06-14;26,8;21,9;17,7;16,7;13,5;10,1;90;60;41;11,3;2;0;1008,81;1005,08;0
2018-06-15;27,3;22,2;17,6;16,6;14,4;12,6;78;62;45;9,7;1,7;0;1010,84;1008,47;0
2018-06-16;27,8;23,2;18,2;15,6;13,6;11,7;68;56;43;12,9;1,7;0;1011,85;1009,14;0
2018-06-17;30;24,6;20,3;17,2;15,4;14,2;71;58;42;11,3;1,4;0;1012,53;1010,5;0
2018-06-18;29,6;24,7;18,9;17,7;15,4;13,7;79;57;42;17,7;3;0;1016,26;1012,19;0
2018-06-19;29,5;25,4;21,1;17,7;16,1;13,8;70;57;46;11,3;1,7;0;1018,29;1015,92;0
2018-06-20;30,1;25,9;23,1;17,7;15,9;13,9;66;55;43;11,3;1,3;0;1018,96;1015,58;0
2018-06-21;31,2;26,4;20,9;18,9;17,3;15,8;74;58;45;11,3;1,7;0;1016,59;1009,14;0
2018-06-22;27,6;23,4;17,6;20;16,8;8,4;78;67;30;17,7;4,7;0;1016,26;1007,79;0
2018-06-23;25,1;20,1;15,2;14,3;12,6;10,6;88;64;42;16,1;2,1;0;1018,96;1014,56;0
2018-06-24;24,7;20,6;15,3;12,2;10,6;8,2;70;54;42;9,7;2,2;0;1016,93;1013,21;0
2018-06-25;23,8;20,3;16,4;15;13,2;11,1;73;64;56;14,5;2,9;0;1017,95;1012,87;0
2018-06-26;26,8;21,3;16,2;13,8;12,1;10,6;79;57;38;11,3;2;0;1018,63;1014,22;0
2018-06-27;29,1;22,8;17,9;13,7;11,4;8,4;66;50;34;22,5;2,8;0;1016,26;1009,14;0
2018-06-28;28;22,5;16,7;12,2;10,4;8;69;48;29;11,3;2,2;0;1013,55;1006,77;0
2018-06-29;30,4;25;17,4;13,1;11,3;9,2;65;43;30;14,5;2,1;0;1009,14;1006,77;0
2018-06-30;32,4;27,1;20,8;16,5;14,2;12,6;63;47;32;11,3;2,1;0;1008,81;1005,42;0
2018-07-01;30,9;25,7;20,9;20,1;17,9;15,8;75;63;48;12,9;2,8;0;1011,18;1007,45;0
2018-07-02;29,7;24,4;20,6;19,6;17,7;16,2;78;67;52;14,5;2,9;0;1012,19;1009,48;0
2018-07-03;31;24,7;18,3;20,4;18,7;17,2;97;72;44;14,5;3,1;0;1015,24;1010,16;21,59
2018-07-04;29,6;23,7;18,2;19,6;18,6;17,3;98;75;51;14,5;2,5;0;1014,9;1011,18;0,76
2018-07-05;27,2;22;16,6;19,1;17,4;16,1;97;77;57;35,4;3,3;0;1015,92;1009,14;42,16
2018-07-06;30,8;22,9;17,6;18,6;16,1;13,4;89;68;36;11,3;1,6;0;1013,88;1009,48;0,76
2018-07-07;30,5;24,9;18,9;16,7;15;12,6;77;56;37;12,9;1,8;0;1015,24;1012,53;0
2018-07-08;29,1;24,8;19,6;17,1;15,5;12,9;77;57;44;11,3;2,1;0;1016,26;1012,19;0
2018-07-09;29,7;25,1;20;17,8;14,6;11,6;70;53;40;16,1;2,4;0;1015,58;1011,18;0
2018-07-10;28,8;24,1;18,2;20,1;15,8;13,3;98;61;45;12,9;2,7;0;1012,87;1007,11;44,7
2018-07-11;24,2;20,5;17,7;18,8;18;17,2;99;87;69;16,1;3;0;1011,85;1008,47;13,72
2018-07-12;22,2;21,9;21,3;18,9;18,7;18,5;84;83;81;0;0;0;1013,55;1013,55;0
2018-07-13;29,7;23,9;18,9;20;18,6;17,4;94;74;52;9,7;1,4;0;1015,92;1013,55;0
2018-07-14;31,2;24,4;20,9;21,2;18,8;17,1;87;72;49;11,3;2,1;0;1016,26;1011,85;4,32
2018-07-15;29,8;24,5;19,4;19,9;18,1;16,2;85;69;50;11,3;1,6;0;1014,22;1009,14;0
2018-07-16;26,7;21,2;17,6;19,4;17,4;15,5;96;80;60;20,9;2,3;0;1012,19;1007,79;7,87
2018-07-17;31,9;23,9;16,1;19,3;15,5;8,4;97;66;25;11,3;2,1;0;1011,51;1007,79;0,51
2018-07-18;32,3;27,1;21,8;16,3;12,4;8,2;62;41;31;9,7;1,7;0;1012,87;1009,82;0
2018-07-19;31,65;26;19,8;18,45;15,35;11,7;77,5;54,5;38;13,7;2,05;0;1012,19;1008,805;0
2018-07-20;31;24,9;17,8;20,6;18,3;15,2;93;68;45;17,7;2,4;0;1011,51;1007,79;16,76
2018-07-21;25;19,3;16,2;19,1;16,8;15,4;97;86;63;22,5;2,4;0;1011,18;1008,13;55,88
2018-07-22;29,4;23,2;16,6;19,3;17,1;15,1;92;70;48;9,7;1,1;0;1009,48;1006,43;0
2018-07-23;29,8;24,1;17,9;19,8;18;15,3;91;70;53;14,5;2,4;0;1011,85;1008,13;0
2018-07-24;30,3;26,1;21,9;19,7;17,8;16;78;61;47;16,1;2,1;0;1012,53;1008,47;0
2018-07-25;31;26,2;20,7;21,3;19,1;16,1;83;66;54;11,3;1,5;0;1010,84;1008,81;0
2018-07-26;30,1;26,3;20,7;20,9;19,4;17,9;89;67;50;19,3;4,6;0;1012,19;1008,47;4,06
2018-07-27;30;24,7;18,7;20,1;18,7;17;93;71;51;9,7;1,8;0;1012,53;1008,47;0,25
2018-07-28;31,2;25,2;21,2;21,2;19;15,8;87;70;51;17,7;2,6;0;1010,84;1007,79;0
2018-07-29;32,1;25,5;18,8;19,5;17,3;15,4;85;62;41;9,7;1,3;0;1012,53;1010,16;0
2018-07-30;33,7;28;21,7;21,1;19,3;17,8;80;60;41;6,4;1,2;0;1012,87;1010,84;0
2018-07-31;34,3;29,4;24,8;21,6;19,7;17,7;70;57;40;9,7;1,6;0;1013,21;1010,5;0
2018-08-01;34,4;27,9;22,5;24,3;20,3;16,1;78;64;44;20,9;2,8;0;1014,56;1011,18;0,51
2018-08-02;31,2;26,9;22,9;20,8;18,3;14,2;73;60;48;17,7;2,3;0;1015,92;1012,53;0
2018-08-03;32,8;27,9;22,3;21,6;20,4;18,8;87;65;45;11,3;1,7;0;1015,92;1013,21;0
2018-08-04;32,9;27,5;22,4;22,4;20,9;19;87;68;51;24,1;2,6;0;1015,58;1011,51;0,25
2018-08-05;33,7;27,5;20,6;22,5;20,3;16,7;92;66;47;22,5;2,6;0;1015,58;1011,18;6,86
2018-08-06;32,8;28,2;23,2;22,2;20,5;14,3;84;64;48;12,9;1,6;0;1014,56;1011,18;0
2018-08-07;32,1;27,2;22,1;20,6;17,8;14,8;76;58;44;40,2;5,4;0;1014,22;1010,16;0
2018-08-08;31,9;27;22,3;21,1;19,2;16,8;78;64;42;8;1,6;0;1013,21;1011,18;0
2018-08-09;30,6;25,1;20,6;20,2;18,7;16,2;85;69;48;20,9;2,8;0;1015,92;1012,19;1,52
2018-08-10;29,6;24;18,5;20,6;18,9;17,6;98;75;53;11,3;2,2;0;1017,61;1015,24;21,08
2018-08-11;29,1;24,9;20,7;21,3;18,6;15,7;88;69;50;11,3;1,2;0;1016,93;1013,55;0
2018-08-12;28;23,9;20,9;21,3;18,8;16,6;92;74;58;12,9;1,6;0;1016,59;1012,87;13,46
2018-08-13;27;21,4;17,3;20,3;18,1;16,6;97;82;57;16,1;2,6;0;1013,55;1008,47;13,21
2018-08-14;26,6;21,7;17,8;19,1;17,2;15,3;92;77;57;9,7;1,2;0;1012,53;1008,47;0
2018-08-15;29,1;23,3;17,8;18,3;16;14,6;92;66;42;11,3;2;0;1015,24;1012,53;0
2018-08-16;28,6;24,2;20,4;17,9;16;14,7;75;61;47;12,9;1,3;0;1015,58;1012,19;0
2018-08-17;29,8;25,5;21,2;17,6;16,1;14,4;69;57;44;11,3;1,1;0;1013,55;1010,84;0
2018-08-18;30,1;25,5;21,3;19,8;16,4;13,6;74;58;43;12,9;1,3;0;1016,26;1013,21;0,51
2018-08-19;31,2;26,2;21,7;19,6;17,3;14,9;75;59;43;8;1,5;0;1017,27;1014,22;0
2018-08-20;31,9;26,9;21,7;18,8;17,6;16,4;78;58;42;6,4;1,1;0;1015,24;1011,85;0
2018-08-21;31,4;27;22,6;18,6;17;15,2;74;56;40;14,5;1,6;0;1015,58;1012,53;0
2018-08-22;32,3;27,4;22,3;18,5;16,8;15,3;71;53;37;9,7;1,1;0;1015,92;1012,19;0
2018-08-23;31,3;26,2;21,3;18,4;17,3;15,3;77;59;40;12,9;1,8;0;1013,55;1009,14;0
2018-08-24;29,9;25;20,2;18,5;16,9;14,6;77;62;48;20,9;3,1;0;1011,18;1004,74;0
2018-08-25;23,4;19,4;16,7;18,3;17,1;15,6;95;87;67;14,5;2,9;0;1007,11;1003,39;4,06
2018-08-26;23,9;18,5;13,9;15,9;13,3;10,6;98;75;44;12,9;2,3;0;1013,88;1003,73;0
2018-08-27;24,6;19,3;13,8;12,8;11,3;9,8;79;61;43;14,5;1,8;0;1015,92;1013,55;0
2018-08-28;27,7;22,3;17,2;15,1;12,5;10,3;68;55;34;9,7;1,3;0;1017,61;1015,24;0
2018-08-29;25,9;22,4;20,2;14,6;12,8;11,3;63;55;44;8;0,6;0;1015,58;1012,53;0
2018-08-30;28,2;23,5;18,8;17,2;15,7;13,9;78;62;48;11,3;1,7;0;1013,21;1011,85;0
2018-08-31;22,8;18,6;15,5;17;15,5;13,6;97;83;62;16,1;4,6;0;1013,55;1011,51;28,7
2018-09-01;20,4;16,5;13,4;15,3;14,2;12,6;97;87;66;8;1,9;0;1015,58;1011,18;24,38
2018-09-02;19,4;16,8;14,7;15,9;14,7;13,5;97;87;74;8;1,1;0;1016,26;1014,56;0
2018-09-03;24,6;18,5;14,1;15,3;13,8;12,3;92;75;51;14,5;1,6;0;1014,9;1010,84;0
2018-09-04;26,7;20,4;14,7;16;14,1;12,7;91;69;45;8;1,4;0;1012,87;1010,84;0
2018-09-05;27,3;21,7;16,5;17,3;15,4;14;86;69;49;12,9;1,3;0;1014,56;1011,85;0
2018-09-06;27,3;22,1;17,2;17,4;15,6;14,3;94;68;48;11,3;1,7;0;1012,53;1008,13;5,59
2018-09-07;24,5;19,7;16,1;17,3;16,5;15,2;97;83;63;8;1;0;1014,22;1008,47;1,78
2018-09-08;27;21,8;17,2;17,4;16,2;15,1;91;72;50;9,7;1,1;0;1017,95;1014,56;0
2018-09-09;27,8;23;18,7;17,9;16,6;15,1;81;68;53;9,7;1,3;0;1019,98;1017,61;0
2018-09-10;28,4;23,7;19;18,5;17,3;15,9;83;68;52;9,7;1,1;0;1020,66;1018,29;0
2018-09-11;29,2;24,4;20,3;19,4;18,1;16,9;82;69;52;8;0,9;0;1023,37;1020,66;0
2018-09-12;29,3;24,7;21,3;19,6;18,2;17,3;79;68;52;8;1,1;0;1022,35;1016,26;0
2018-09-13;27,7;22,8;19,2;20,1;17,7;14,4;89;74;57;24,1;2,6;0;1016,26;1011,85;1,52
2018-09-14;28,1;22,6;17,3;18,9;17,4;16,2;95;74;54;9,7;1,4;0;1014,9;1012,53;0
2018-09-15;25,8;21,7;18,8;18,9;17,8;16,9;89;79;64;11,3;1,4;0;1019,98;1014,9;0
2018-09-16;26,4;22,1;19,2;18,6;17,4;16,7;87;76;57;12,9;1,3;0;1021,33;1018,96;0
2018-09-17;26,7;22,3;18,5;18,8;17,2;16,1;88;74;57;8;1,3;0;1020,66;1016,59;0
2018-09-18;26,2;21,2;18,1;19,2;17,4;16,4;97;80;58;11,3;0,9;0;1019,3;1016,26;9,65
2018-09-19;27,2;22,3;17,7;18,9;17,3;15,6;90;74;57;6,4;0,9;0;1019,3;1016,59;0
2018-09-20;27,9;23,3;18,6;18,5;17,3;16,3;87;70;53;8;0,9;0;1018,96;1015,58;0
2018-09-21;28,2;23,5;19,8;18,4;16,7;14,6;81;67;46;8;0,8;0;1015,92;1011,51;0
2018-09-22;27,6;22,9;18,5;18,5;17,1;15,4;83;71;54;9,7;0,9;0;1016,26;1011,51;0
2018-09-23;27,5;22;16,7;18,3;17,1;14,9;92;75;54;9,7;1,5;0;1016,59;1011,18;0
2018-09-24;25,3;21,1;16,1;17;8,6;0,8;89;51;22;38,6;8,3;0;1025,74;1008,47;0
2018-09-25;18,7;15,6;13,2;10,6;6;3,2;70;54;40;12,9;2,9;0;1033,53;1026,08;0
2018-09-26;17,6;13,8;10,8;6,3;4,9;2,5;70;55;46;9,7;2,1;0;1037,59;1032,85;0
2018-09-27;22,6;15,7;9;9,1;7,2;5,3;78;59;39;8;0,7;0;1032,85;1023,37;0
2018-09-28;25,6;18,4;13;10,7;8,1;5,1;75;53;28;8;0,9;0;1023,37;1011,85;0
2018-09-29;24,3;20,4;16,9;10,4;8,2;6,2;64;46;36;11,3;1,7;0;1019,3;1013,55;0
2018-09-30;19,4;15,8;13,7;10,7;9,7;8,2;77;67;56;8;1,5;0;1019,3;1012,87;0
2018-10-01;15,6;11,7;8,9;11,1;9,9;7,4;95;89;68;9,7;0,9;0;1012,87;1006,43;14,48
2018-10-02;18;12,9;8,4;10,1;7,5;5,2;95;72;44;9,7;1;0;1019,98;1011,51;0,25
2018-10-03;20,1;14,9;10,2;10,4;8,5;6,2;82;66;53;8;0,9;0;1022,35;1018,29;0
2018-10-04;21,9;17;12,2;11,1;9,3;8,3;80;62;42;11,3;1;0;1025,06;1022,35;0
